"HolderAddress","Balance","PendingBalanceUpdate"
"0xeb8b516234c7f63c8012f3e4032e42603eff9895","4.48533595873447384","No"
"0x9ee19889d7447a54319bb5c74a32585a3d228631","4.375515122736826836","No"
"0xdde0e4722e10180aae9963f8636a83fa5a61e296","4.255059475905548016","No"
"0x0cc175450de4df525296919eb5f8d45f28357274","4.246116087894063676","No"
"0xb51e6f8008ff826bf24b98fdb0c88da85886dde9","4.155094546181779625","No"
"0xfc4eaa4ac84d00f1c5854113581f881b42b4a745","4.015640303026417317","No"
"0x0fabf023b032659195f9d8590affc257412bb5d6","4.008457544244014833","No"
"0xd23194e5985a23eb3c17ff03137d1b084dd75854","4","No"
"0xe94af4982f67b57ddffb3548062664f1294ef871","3.841042198616188019","No"
"0x636a8c5b1cbd67be50f0308bea1c230b246a8933","3.711615676036161456","No"
"0x9ad96fc95b72ca0ba0237cf803c6885e6e2aa58c","3.70252971","No"
"0xb45a2dda996c32e93b8c47098e90ed0e7ab18e39","3.551246811911304339","No"
"0xf0ac737fe99d8abfd0e87d994c4e127b349b443e","3.485738826309413454","No"
